,crp_id,direct_amount,direct_count,employee_amount,employee_count,id,name,total_amount,total_count
4,N00005407,33000.00,19,18900.00,12,597eccfe48784677a437569ff6293097,Goldman Sachs,51900.00,31
5,N00005407,30000.00,24,20200.00,31,184a198a224447b8bcfbd9ed2cb2618b,"Jones, Walker et al",50200.00,55
6,N00005407,38500.00,15,10500.00,8,793070ae7f5e42c2a76a58663a588f3d,Wells Fargo,49000.00,23
7,N00005407,48500.00,22,0,0,e47a4574d17542198f9ce317533ce0b8,Credit Union National Assn,48500.00,22
8,N00005407,40215.00,24,5850.00,14,243f0b06727949259a900c72bb8bd0d1,Adams & Reese,46065.00,38
9,N00005407,45000.00,19,0,0,8c257301b8274da3ae6d3df1554f5c7d,National Assn of Home Builders,45000.00,19
0,N00002017,62000.00,41,0,0,6a2f5a216da4454198a2265b4955ff5d,Northrop Grumman,62000.00,41
1,N00002017,61500.00,33,0,0,bb98402bd4d3471cad392a671ecd733a,National Assn of Realtors,61500.00,33
2,N00002017,48000.00,29,0,0,4438cca4c4ae4715b1bf348629b68cc0,General Dynamics,48000.00,29
3,N00002017,46650.00,18,200.00,1,55251eb36a2142f8a74c56455af6f11e,National Rifle Assn,46850.00,19
4,N00002017,44500.00,43,0,0,5516ba695ba741ab9f6ff35627621297,Lockheed Martin,44500.00,43
5,N00002017,40750.00,17,0,0,27a91bf5addc45d4b5646f92570deb89,American Medical Assn,40750.00,17
6,N00002017,31300.00,15,0,0,84c4c8704ef24193a4670c8a3aacb6bd,National Auto Dealers Assn,31300.00,15
7,N00002017,31000.00,21,0,0,4703da042a7047eba2bdf4850105d6d6,National Beer Wholesalers Assn,31000.00,21
8,N00002017,29000.00,18,0,0,493d8afc0d89419caa65cda8a3566b0e,Tuesday Group PAC,29000.00,18
9,N00002017,25500.00,14,250.00,1,e312863f0e524fc4a36fe8418a0c60b1,DRS Technologies,25750.00,15
0,N00005656,65500.00,34,92700.00,66,e50c563abf124e69a99f4822d55ff6c4,Anadarko Petroleum,158200.00,100
1,N00005656,102000.00,53,8500.00,18,5516ba695ba741ab9f6ff35627621297,Lockheed Martin,110500.00,71
2,N00005656,98550.00,58,0,0,bb98402bd4d3471cad392a671ecd733a,National Assn of Realtors,98550.00,58
3,N00005656,92600.00,45,0,0,84c4c8704ef24193a4670c8a3aacb6bd,National Auto Dealers Assn,92600.00,45
4,N00005656,0,0,85840.00,69,8261d115001e496099785b454cd3a71f,Martin Sprocket & Gear,85840.00,69
5,N00005656,65749.00,26,15150.00,25,819555dfc3d449d2be54286f0cb385e2,Exxon Mobil,80899.00,51
6,N00005656,48000.00,25,32000.00,23,06d2d0dcdbda47e0bf2f37b835f6aed0,Comcast Corp,80000.00,48
7,N00005656,65363.00,30,12250.00,22,0687fd2402df47768abfb6673b2922a2,Burlington Northern Santa Fe Corp,77613.00,52
8,N00005656,69500.00,27,7750.00,12,23bef193ab314d0585f2400e610a6216,Texas Industries,77250.00,39
9,N00005656,70000.00,16,6851.00,7,24624d41234e41f180b9d65cdc77a678,National Cable & Telecommunications Assn,76851.00,23
0,N00000423,64000.00,19,0,0,4703da042a7047eba2bdf4850105d6d6,National Beer Wholesalers Assn,64000.00,19
1,N00000423,61500.00,23,0,0,84c4c8704ef24193a4670c8a3aacb6bd,National Auto Dealers Assn,61500.00,23
2,N00000423,55000.00,28,4200.00,5,dec3c55476964ff489162ea98697aecb,Liberty Mutual Insurance,59200.00,33
3,N00000423,41900.00,42,11800.00,15,e3a93ad1f08c4cc1806bef7deffe5d6a,Northeast Utilities Service Co,53700.00,57
4,N00000423,52700.00,37,0,0,55251eb36a2142f8a74c56455af6f11e,National Rifle Assn,52700.00,37
5,N00000423,50000.00,28,0,0,821ec05b075e4043846bab0181323058,Aircraft Owners & Pilots Assn,50000.00,28
6,N00000423,43000.00,29,6750.00,14,c4d217fc857c4430aa4b776dd063b3ab,Verizon Communications,49750.00,43
7,N00000423,45500.00,33,0,0,c2daded88a9f4cc78cd513b0bf4c43fc,United Parcel Service,45500.00,33
8,N00000423,45220.00,13,0,0,24624d41234e41f180b9d65cdc77a678,National Cable & Telecommunications Assn,45220.00,13
9,N00000423,43500.00,36,0,0,a280dccfdac6477a9b2a03314511d193,Raytheon Co,43500.00,36
0,N00004643,24000.00,18,71450.00,93,593d2c24c2304df3b3c77f03ca8f90be,New York Life Insurance,95450.00,111
1,N00004643,17000.00,12,75900.00,53,597eccfe48784677a437569ff6293097,Goldman Sachs,92900.00,65
2,N00004643,18000.00,13,68000.00,61,b2f3d10ddb554a4f8ddaaa8a39b86393,American International Group,86000.00,74
3,N00004643,20012.00,21,62500.00,93,105dcfc8c9384875a099af230dad9917,"Akin, Gump et al",82512.00,114
4,N00004643,34083.00,18,46728.00,73,653ea5cad97c456c8d48d468910e47db,Ernst & Young,80811.00,91
5,N00004643,20000.00,14,55750.00,48,313a4f558e1c47adb01f264a18cec7bd,Aetna Inc,75750.00,62
6,N00004643,11000.00,10,64200.00,58,d623cb69e1ff4c6b904e67ddbb27d24d,Schering-Plough Corp,75200.00,68
7,N00004643,25000.00,12,48700.00,46,793070ae7f5e42c2a76a58663a588f3d,Wells Fargo,73700.00,58
8,N00004643,23750.00,10,42600.00,39,fada63a7cf044418bb9c10550a92b729,DaVita Inc,66350.00,49
9,N00004643,30000.00,24,35650.00,32,329c4520cfbe49d098fb3b26aee07fe3,General Electric,65650.00,56
0,N00009774,85200.00,57,1000.00,1,c2daded88a9f4cc78cd513b0bf4c43fc,United Parcel Service,86200.00,58
1,N00009774,84000.00,59,0,0,0bf8159bdec44c6d979ed529576a7c78,American Society of Anesthesiologists,84000.00,59
2,N00009774,77000.00,33,0,0,b53b4ad137d743a996f4d7467700fc88,Intl Brotherhood of Electrical Workers,77000.00,33
3,N00009774,76500.00,50,0,0,fb702029157e4c7c887172eba71c66c5,American Fedn of St/Cnty/Munic Employees,76500.00,50
4,N00009774,76500.00,36,0,0,82b6cbef5c8a447ea2c4b2fffba57d0e,United Food & Commercial Workers Union,76500.00,36
5,N00009774,73200.00,38,500.00,1,815d6005721a4aa5a6135675092bad56,Sempra Energy,73700.00,39
6,N00009774,70000.00,36,3400.00,8,86999e645e074be59bcde7b936f6c8a7,Edison International,73400.00,44
7,N00009774,72000.00,25,0,0,e31bfef434e9470b9e473d6182f2d021,Service Employees International Union,72000.00,25
8,N00009774,71500.00,26,0,0,f89c8e3ab2b44f72971f91b764868231,Teamsters Union,71500.00,26
9,N00009774,68000.00,51,500.00,1,bb98402bd4d3471cad392a671ecd733a,National Assn of Realtors,68500.00,52
0,N00006347,28000.00,18,45200.00,37,d6402cfa776a40bf900b1389a9fd07c6,American Express,73200.00,55
1,N00006347,21000.00,19,38600.00,30,4e6bc9a6b7dc40d7b9b00d58c0e359db,Citigroup Inc,59600.00,49
2,N00006347,17000.00,11,39250.00,35,46ff48813fc34247b8d31e22a13663c5,Morgan Stanley,56250.00,46
3,N00006347,10000.00,4,34900.00,24,24722ea0ca9a4e4f8d27ce2e2481e15b,EnergySolutions Inc,44900.00,28
4,N00006347,15000.00,9,29600.00,27,597eccfe48784677a437569ff6293097,Goldman Sachs,44600.00,36
5,N00006347,16000.00,8,27500.00,52,20620593704549e09fd85686345414d0,Fannie Mae,43500.00,60
6,N00006347,19000.00,9,21250.00,17,5747eadb8b8b41b2ab70ed30ce349c1a,Marriott International,40250.00,26
7,N00006347,0,0,40150.00,55,41cea678b57a44e69c14d3ee550fa7e0,Sinclair Oil,40150.00,55
8,N00006347,5300.00,9,32700.00,34,4acf0ec7e79549f4a4390aa52416346b,Zions Bancorp,38000.00,43
9,N00006347,0,0,36468.00,46,6d8e5771046e4775a3d4879c20a782f2,WPP Group,36468.00,46
0,N00008094,78500.00,22,99850.00,90,204b089d9d614fa6b77db666d76d9f3c,Walt Disney Co,178350.00,112
1,N00008094,68000.00,21,95700.00,95,faea1ecb4c2745c6a56a2a67a5069de3,Time Warner,163700.00,116
2,N00008094,0,0,109500.00,99,5ef7cbb9b1344042884f5c699eaabaa0,News Corp,109500.00,99
3,N00008094,0,0,82350.00,68,80acc75c87104bb09ec14ec820746550,"Gang, Tyre et al",82350.00,68
4,N00008094,77000.00,44,0,0,bb98402bd4d3471cad392a671ecd733a,National Assn of Realtors,77000.00,44
5,N00008094,74500.00,26,0,0,fb702029157e4c7c887172eba71c66c5,American Fedn of St/Cnty/Munic Employees,74500.00,26
6,N00008094,0,0,74350.00,53,26ee0d55b8814ecd9689108c37865395,National Amusements Inc,74350.00,53
7,N00008094,57499.00,21,15900.00,11,93565d71945c4e45a44a7fb2897ac8ed,Directors Guild of America,73399.00,32
8,N00008094,0,0,71350.00,75,e1e82ee31e4540e9992f89812ff946b2,"Mitchell, Silberberg & Knupp",71350.00,75
9,N00008094,0,0,70500.00,45,cc68e2a933324a4ababafe2f3550a1cd,"Ziffren, Brittenham et al",70500.00,45
0,N00005455,0,0,65500.00,58,8164ea2d09bd4d509dc1c771614f7cbb,Stephens Group,65500.00,58
1,N00005455,60500.00,22,0,0,7841a0bda43e474abcf3250127a66feb,FedEx Corp,60500.00,22
2,N00005455,56000.00,33,0,0,fb702029157e4c7c887172eba71c66c5,American Fedn of St/Cnty/Munic Employees,56000.00,33
3,N00005455,50000.00,11,0,0,2e2ee9e4d05246b48e84ce51357b17f4,Blue Dog PAC,50000.00,11
4,N00005455,48970.00,45,0,0,d1bc3415511445038cd565ab0fcc3e8c,National Rural Electric Cooperative Assn,48970.00,45
5,N00005455,48500.00,23,0,0,efec953e79be4a9cb0d4a2d6a42c88cd,Wal-Mart Stores,48500.00,23
6,N00005455,48500.00,26,0,0,bb98402bd4d3471cad392a671ecd733a,National Assn of Realtors,48500.00,26
7,N00005455,34881.00,20,13200.00,14,9ed82323a14c4bc9bd1b801ba192c5c8,Riceland Foods,48081.00,34
8,N00005455,47500.00,16,0,0,b53b4ad137d743a996f4d7467700fc88,Intl Brotherhood of Electrical Workers,47500.00,16
9,N00005455,46717.00,30,0,0,2bebb9945f7848088bba5e80272f73d1,National Community Pharmacists Assn,46717.00,30
0,N00001669,0,0,214050.00,281,c90696b5ec644da6b28369b6b7302d3a,MBNA Corp,214050.00,281
1,N00001669,0,0,195050.00,174,81f5574368ac4e899cf1616fd997fb1f,Simmons Cooper LLC,195050.00,174
2,N00001669,0,0,194375.00,156,b489fcc401274592b98d8ea63291dead,"Pachulski, Stang et al",194375.00,156
3,N00001669,0,0,175345.00,262,91ab55b148364482882f0446f0ba9ab4,"Young, Conaway et al",175345.00,262
4,N00001669,0,0,155800.00,95,dd1331f56e244f4ab4da51575412c0ce,Law Offices of Peter G Angelos,155800.00,95
5,N00001669,0,0,121752.00,129,4e982840b1d7495c92c551a5c54fc6cd,Kreindler & Kreindler,121752.00,129
6,N00001669,0.00,2,113475.00,163,cbd37e723d4647029c7add1e3ee6d7b9,"Skadden, Arps et al",113475.00,165
7,N00001669,0,0,108050.00,112,09c846dc59b04eae8a7a4ec8e0aac34e,Baron & Budd,108050.00,112
8,N00001669,0,0,103450.00,124,036de64b0996464d8264cbcb8f461392,"Weil, Gotshal & Manges",103450.00,124
9,N00001669,0,0,86150.00,99,31bc3ca64c4c44afa5b92f1ed7a53c5e,Weitz & Luxenberg,86150.00,99
0,N00006981,85000.00,63,15150.00,13,691e0f84c20e487596a88f6376eda155,General Atomics,100150.00,76
1,N00006981,66000.00,36,3450.00,6,bb98402bd4d3471cad392a671ecd733a,National Assn of Realtors,69450.00,42
2,N00006981,68500.00,22,0,0,4703da042a7047eba2bdf4850105d6d6,National Beer Wholesalers Assn,68500.00,22
3,N00006981,62000.00,28,0,0,84c4c8704ef24193a4670c8a3aacb6bd,National Auto Dealers Assn,62000.00,28
4,N00006981,59000.00,20,2500.00,1,27a91bf5addc45d4b5646f92570deb89,American Medical Assn,61500.00,21
5,N00006981,27000.00,23,33550.00,39,cd9f9c412c234ca1bb92128b97314b53,Cubic Corp,60550.00,62
6,N00006981,52087.00,26,7115.00,4,b002f69ac6ec4677a76ab08dcc8301c1,ANESTHESIA SERVICE MEDICAL GROUP,59202.00,30
7,N00006981,52087.00,26,7115.00,4,b664982ce98d4d1882204fec99b5d962,Anesthesia Service Medical Group,59202.00,30
8,N00006981,58500.00,37,0,0,d473e580c5684a658b754eb97566cb05,AT&T Inc,58500.00,37
9,N00006981,0,0,58500.00,65,335c2900f67a4854884be8b24bc76301,Metabolife,58500.00,65
0,N00006518,0,0,47975.00,132,,Los Alamos National Laboratory,47975.00,132
1,N00006518,0,0,43389.00,112,0f4db5661bda44fcbacd7687b2928079,University Of New Mexico,43389.00,112
2,N00006518,0,0,40806.00,99,5c77d857008c48f4ae56f663715f0cb5,State of New Mexico,40806.00,99
3,N00006518,19000.00,11,19250.00,21,f4b3fc320fc64c96910ea583311b22ac,Exelon Corp,38250.00,32
4,N00006518,21000.00,10,15578.00,35,5516ba695ba741ab9f6ff35627621297,Lockheed Martin,36578.00,45
5,N00006518,35000.00,15,0,0,1b8fea7e453d4e75841eac48ff9df550,National Education Assn,35000.00,15
6,N00006518,0,0,32581.00,76,,Keleher & McLeod,32581.00,76
7,N00006518,0,0,31560.00,74,cace72076de94efba48b7c5c91e5e3fe,Montgomery & Andrews,31560.00,74
8,N00006518,29000.00,20,2292.00,5,bb98402bd4d3471cad392a671ecd733a,National Assn of Realtors,31292.00,25
9,N00006518,30999.00,12,0,0,fb702029157e4c7c887172eba71c66c5,American Fedn of St/Cnty/Munic Employees,30999.00,12
0,N00002674,110000.00,36,95800.00,91,86d5e83ff7344fc784be3b1873ea0b59,AFLAC Inc,205800.00,127
1,N00002674,91000.00,28,39500.00,44,49f987e5ed7b4f6ea1b31c280c0aae05,Synovus Financial Corp,130500.00,72
2,N00002674,107000.00,27,0,0,f89c8e3ab2b44f72971f91b764868231,Teamsters Union,107000.00,27
3,N00002674,103050.00,35,0,0,7b47859e93ea4e4caca6e93bde4ff806,Communications Workers of America,103050.00,35
4,N00002674,98500.00,25,0,0,2e2ee9e4d05246b48e84ce51357b17f4,Blue Dog PAC,98500.00,25
5,N00002674,94916.00,49,0,0,dfaf5c25963045f38c7a69625f9eaed6,American Peanut Shellers Assn,94916.00,49
6,N00002674,92500.00,28,0,0,b53b4ad137d743a996f4d7467700fc88,Intl Brotherhood of Electrical Workers,92500.00,28
7,N00002674,90000.00,39,0,0,fb702029157e4c7c887172eba71c66c5,American Fedn of St/Cnty/Munic Employees,90000.00,39
8,N00002674,88298.00,57,0,0,c2daded88a9f4cc78cd513b0bf4c43fc,United Parcel Service,88298.00,57
9,N00002674,86500.00,42,0,0,bb98402bd4d3471cad392a671ecd733a,National Assn of Realtors,86500.00,42
0,N00007727,98500.00,25,0,0,f89c8e3ab2b44f72971f91b764868231,Teamsters Union,98500.00,25
1,N00007727,94500.00,30,0,0,b53b4ad137d743a996f4d7467700fc88,Intl Brotherhood of Electrical Workers,94500.00,30
2,N00007727,84000.00,30,0,0,b01222ad124a44aca08a8193253c2011,Amalgamated Transit Union,84000.00,30
3,N00007727,77150.00,36,0,0,bb98402bd4d3471cad392a671ecd733a,National Assn of Realtors,77150.00,36
4,N00007727,74500.00,36,0,0,fb702029157e4c7c887172eba71c66c5,American Fedn of St/Cnty/Munic Employees,74500.00,36
5,N00007727,46750.00,28,24700.00,37,acd71c121a624d538c0026475995ffa4,Nike Inc,71450.00,65
6,N00007727,42650.00,23,28062.00,60,eef831a2c4f5425a8d8ce0bd976cf4c9,"Stoel, Rives et al",70712.00,83
7,N00007727,69500.00,22,0,0,82b6cbef5c8a447ea2c4b2fffba57d0e,United Food & Commercial Workers Union,69500.00,22
8,N00007727,0,0,64650.00,36,e496b881e9534ed09a15306dc9ad730e,Stacy & Witbeck,64650.00,36
9,N00007727,62500.00,43,0,0,b91d64c85b1b43faa13b7abff81b7bc4,United Transportation Union,62500.00,43
0,N00005195,67571.00,26,94250.00,102,f3137435d6634cbeb16bf6cd9cbcd8f8,Leggett & Platt,161821.00,128
1,N00005195,40000.00,10,103950.00,118,e48f2cc986b44437a73920ce3d4b7b6f,Edward Jones,143950.00,128
2,N00005195,50500.00,21,87492.00,62,597eccfe48784677a437569ff6293097,Goldman Sachs,137992.00,83
3,N00005195,56500.00,17,80000.00,57,020876fa250849e1a6622c07f48c3563,Hallmark Cards,136500.00,74
4,N00005195,0,0,131750.00,105,5c0b7af59a8b429589c6822c17ceca20,Jones Financial Companies,131750.00,105
5,N00005195,0,0,112600.00,68,3de43548ec8d44ccbda43d8b7b7db726,Crawford Group,112600.00,68
6,N00005195,51500.00,28,60400.00,99,5b1647280694445fa2ec81219ff9ce11,Emerson,111900.00,127
7,N00005195,81000.00,39,21600.00,61,d11b9a75e1a142259ee957cfa8e867ec,Ameren Corp,102600.00,100
8,N00005195,77500.00,28,24350.00,26,d2bfa0f582b546a78c271d2ca12d8981,Dairy Farmers of America,101850.00,54
9,N00005195,38500.00,12,62250.00,47,6da92f051f974535aa77a41ef4801e82,Monsanto Co,100750.00,59
0,N00003675,10000.00,2,300895.00,427,ada2ad00a8354a6098f5241ff71dd8e1,Murray Energy,310895.00,429
1,N00003675,45500.00,15,246700.00,284,567930c691434b488db60b2b6253d18f,FirstEnergy Corp,292200.00,299
2,N00003675,53250.00,25,229250.00,219,d473e580c5684a658b754eb97566cb05,AT&T Inc,282500.00,244
3,N00003675,60000.00,30,110300.00,144,1b551ba1555546158f114e9f7edb7645,American Electric Power,170300.00,174
4,N00003675,0,0,167550.00,109,31e6e04b59084d5c9b09c102680bcc32,CME Group,167550.00,109
5,N00003675,43000.00,14,113900.00,102,8c007e162ca1450cbe7f976732a9a770,FMR Corp,156900.00,116
6,N00003675,40000.00,9,103775.00,89,06d2d0dcdbda47e0bf2f37b835f6aed0,Comcast Corp,143775.00,98
7,N00003675,91575.00,30,48650.00,45,a8853010eeca4e27b495d3eabf001b2a,AK Steel,140225.00,75
8,N00003675,62135.00,48,77300.00,54,bfa6713b84fd486c845ea349c0e091af,Nationwide,139435.00,102
9,N00003675,0,0,133400.00,76,6e896305d9d84c10a0fe9a6c25a47400,American Financial Group,133400.00,76
0,N00005178,23250.00,11,119150.00,178,5472e4afd07d48468f3638239ef00c24,Anheuser-Busch,142400.00,189
1,N00005178,20000.00,10,106400.00,138,93d723231bec403c9b88d4a0c5260959,Boeing Co,126400.00,148
2,N00005178,19200.00,17,99600.00,141,6da92f051f974535aa77a41ef4801e82,Monsanto Co,118800.00,158
3,N00005178,0,0,101500.00,107,3de43548ec8d44ccbda43d8b7b7db726,Crawford Group,101500.00,107
4,N00005178,7450.00,5,88925.00,129,18e00d4632da49d7bf058559c76910c8,Bryan Cave LLP,96375.00,134
5,N00005178,7000.00,2,78870.00,133,e48f2cc986b44437a73920ce3d4b7b6f,Edward Jones,85870.00,135
6,N00005178,18750.00,11,59000.00,72,5b1647280694445fa2ec81219ff9ce11,Emerson,77750.00,83
7,N00005178,20000.00,10,55000.00,72,bed59a0e6a0242349cebd8681bde174a,Sprint Corp,75000.00,82
8,N00005178,20000.00,4,48741.00,52,020876fa250849e1a6622c07f48c3563,Hallmark Cards,68741.00,56
9,N00005178,15000.00,6,44959.00,41,8314ee211d4d427f8903e091266c2960,Peabody Energy,59959.00,47
0,N00004208,90000.00,35,235.00,1,fb702029157e4c7c887172eba71c66c5,American Fedn of St/Cnty/Munic Employees,90235.00,36
1,N00004208,85000.00,26,0,0,b53b4ad137d743a996f4d7467700fc88,Intl Brotherhood of Electrical Workers,85000.00,26
2,N00004208,80000.00,18,0,0,597f647e3b7540f3a0d02d6940c3a7de,Carpenters & Joiners Union,80000.00,18
3,N00004208,79000.00,32,0,0,076a3ff56eed4904b25d6781ed99c917,Operating Engineers Union,79000.00,32
4,N00004208,78750.00,21,0,0,82b6cbef5c8a447ea2c4b2fffba57d0e,United Food & Commercial Workers Union,78750.00,21
5,N00004208,77000.00,29,700.00,3,1b8fea7e453d4e75841eac48ff9df550,National Education Assn,77700.00,32
6,N00004208,74500.00,43,0,0,34a10e8bb89843b8b9a89c1c09bed3f5,Air Line Pilots Assn,74500.00,43
7,N00004208,74000.00,38,0,0,4d3167b97c9f48deb433aad57bb0ee44,United Auto Workers,74000.00,38
8,N00004208,72500.00,30,0,0,f89c8e3ab2b44f72971f91b764868231,Teamsters Union,72500.00,30
9,N00004208,72500.00,16,0,0,,Laborers Union/Midwest Region,72500.00,16
0,N00002171,63480.00,46,122543.00,131,da81ad7f62ca49f1b4079398989a8d8a,Dominion Resources,186023.00,177
1,N00002171,96000.00,45,0,0,5202316fe79343a09a31e8c6c31ebe3d,American Bankers Assn,96000.00,45
2,N00002171,79496.00,60,0,0,e13e2512f89e4fff8cddd0f97b873ceb,American Institute of CPAs,79496.00,60
3,N00002171,15000.00,9,63341.00,97,52a1620b2ff543ebb74718fbff742529,Patton Boggs LLP,78341.00,106
4,N00002171,75500.00,45,0,0,4d3167b97c9f48deb433aad57bb0ee44,United Auto Workers,75500.00,45
5,N00002171,52500.00,23,22200.00,50,f4b3fc320fc64c96910ea583311b22ac,Exelon Corp,74700.00,73
6,N00002171,49499.00,39,21500.00,22,c4d217fc857c4430aa4b776dd063b3ab,Verizon Communications,70999.00,61
7,N00002171,69350.00,31,0,0,68f73188dbf44f049e9138e0c0a54a2c,Machinists/Aerospace Workers Union,69350.00,31
8,N00002171,43850.00,44,24800.00,38,1b551ba1555546158f114e9f7edb7645,American Electric Power,68650.00,82
9,N00002171,58650.00,40,8096.00,12,ba4ec2f815014e6e88d74dadc358879e,National Assn of Broadcasters,66746.00,52
0,N00006692,20186.00,13,1140211.00,2927,5e263a32710c45c5a83b3ba5ee2950c6,EMILY's List,1160397.00,2940
1,N00006692,0,0,218853.00,513,0e85264c0c0e4dfb9a4b38cfc181f030,University of California,218853.00,513
2,N00006692,25500.00,13,140475.00,176,faea1ecb4c2745c6a56a2a67a5069de3,Time Warner,165975.00,189
3,N00006692,0,0,135750.00,101,5cd6cfddbe454f69ac8b5ea0a800aa05,Girardi & Keese,135750.00,101
4,N00006692,22548.00,43,108910.00,172,e96b99aef8334f50bacd5bd80c6d5d71,League of Conservation Voters,131458.00,215
5,N00006692,0,0,105375.00,121,5ef7cbb9b1344042884f5c699eaabaa0,News Corp,105375.00,121
6,N00006692,0,0,99560.00,205,5eaf039d94e2429ca6141a8981309630,State of California,99560.00,205
7,N00006692,30000.00,18,57922.00,116,204b089d9d614fa6b77db666d76d9f3c,Walt Disney Co,87922.00,134
8,N00006692,15000.00,7,66251.00,61,440d027d703e46e1aa0ad8a6caee52c0,Cisco Systems,81251.00,68
9,N00006692,0,0,80968.00,110,1560e44e555b464e90de70ec19b01c09,"Milberg, Weiss et al",80968.00,110
0,N00002743,80000.00,31,0,0,4703da042a7047eba2bdf4850105d6d6,National Beer Wholesalers Assn,80000.00,31
1,N00002743,62018.00,48,0,0,d1bc3415511445038cd565ab0fcc3e8c,National Rural Electric Cooperative Assn,62018.00,48
2,N00002743,60500.00,15,0,0,2e2ee9e4d05246b48e84ce51357b17f4,Blue Dog PAC,60500.00,15
3,N00002743,59000.00,20,1000.00,1,27a91bf5addc45d4b5646f92570deb89,American Medical Assn,60000.00,21
4,N00002743,56600.00,26,0,0,55251eb36a2142f8a74c56455af6f11e,National Rifle Assn,56600.00,26
5,N00002743,54000.00,38,500.00,1,d2bfa0f582b546a78c271d2ca12d8981,Dairy Farmers of America,54500.00,39
6,N00002743,54500.00,24,0,0,8c257301b8274da3ae6d3df1554f5c7d,National Assn of Home Builders,54500.00,24
7,N00002743,50750.00,47,2000.00,6,4438cca4c4ae4715b1bf348629b68cc0,General Dynamics,52750.00,53
8,N00002743,52000.00,33,0,0,bb98402bd4d3471cad392a671ecd733a,National Assn of Realtors,52000.00,33
9,N00002743,51000.00,36,500.00,1,5516ba695ba741ab9f6ff35627621297,Lockheed Martin,51500.00,37
0,N00005883,91500.00,56,750.00,2,bb98402bd4d3471cad392a671ecd733a,National Assn of Realtors,92250.00,58
1,N00005883,90000.00,34,0,0,4703da042a7047eba2bdf4850105d6d6,National Beer Wholesalers Assn,90000.00,34
2,N00005883,44000.00,25,45500.00,37,e50c563abf124e69a99f4822d55ff6c4,Anadarko Petroleum,89500.00,62
3,N00005883,0,0,77725.00,110,,Votesane PAC,77725.00,110
4,N00005883,73000.00,29,0,0,84c4c8704ef24193a4670c8a3aacb6bd,National Auto Dealers Assn,73000.00,29
5,N00005883,56750.00,26,0,0,27a91bf5addc45d4b5646f92570deb89,American Medical Assn,56750.00,26
6,N00005883,54500.00,37,0,0,0bf8159bdec44c6d979ed529576a7c78,American Society of Anesthesiologists,54500.00,37
7,N00005883,50500.00,23,3750.00,7,593d2c24c2304df3b3c77f03ca8f90be,New York Life Insurance,54250.00,30
8,N00005883,53500.00,42,0,0,e47a4574d17542198f9ce317533ce0b8,Credit Union National Assn,53500.00,42
9,N00005883,26000.00,17,26500.00,23,653ea5cad97c456c8d48d468910e47db,Ernst & Young,52500.00,40
0,N00002713,75000.00,36,49750.00,33,e20f02b97362476f9542809e1ec3d242,CSX Corp,124750.00,69
1,N00002713,101000.00,28,0,0,68f73188dbf44f049e9138e0c0a54a2c,Machinists/Aerospace Workers Union,101000.00,28
2,N00002713,94000.00,40,0,0,b91d64c85b1b43faa13b7abff81b7bc4,United Transportation Union,94000.00,40
3,N00002713,83000.00,40,0,0,6f6d63baaa6c4f5c9c739596e65b020e,Laborers Union,83000.00,40
